scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,fallback_used,fallback_reason,runtime_seconds,ppo_train_time,solver_status
small,0,0.50_0.50,PPO,1331.669713,5.474848022203405,0.874149545053236,0.777285359676585,668.5722805111017,0.8257174523649105,0.8257174523649105,1523.3888989999998,7.043549648846332,100.0,1048.713,182.95671299999998,1.3837930222034047,0.0,4.091055000000001,0.0,True,0,False,,0.5173529000021517,9.87582850002218,
small,0,0.50_0.50,MILP,1707.0876770000048,2.443239904296669,1.1205856089148283,0.34687622379390043,854.7654584521507,0.7337309163543644,0.7337309163543644,1523.3888989999998,7.043549648846332,250.0,1266.0149999999999,191.0726770000049,0.9471994821814909,0.1505394221153402,1.3455009999998375,0.0,True,0,False,,180.05804780009203,,solver_status_1
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.999914042651653e-06,,
small,0,0.25_0.75,GA,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,2.9918767999624833,,
small,0,0.25_0.75,PPO,1388.9087129999998,5.145124879056174,0.911723010395916,0.7304732891176393,351.08602190929207,0.7757857194372085,0.7757857194372085,1523.3888989999998,7.043549648846332,150.0,1055.9519999999998,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,False,,0.37362720002420247,9.87582850002218,
small,0,0.25_0.75,MILP,2145.4496770000014,1.517930904296851,1.4083401017352442,0.2155065244049886,537.500867428223,0.5137149187375525,0.5137149187375525,1523.3888989999998,7.043549648846332,300.0,1654.377,191.07267700000125,0.9471994821815091,0.1505394221153418,0.420192,0.0,True,0,False,,180.06815510010347,,solver_status_1
small,0,0.00_1.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,1.2899981811642647e-05,,
small,0,0.00_1.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.2694681000430137,,
small,0,0.00_1.00,PPO,1564.3967129999999,5.25893065809517,1.0269188084716376,0.746630735960885,5.25893065809517,0.746630735960885,0.746630735960885,1523.3888989999998,7.043549648846332,150.0,1231.4399999999998,182.95671299999998,1.1678756580951688,0.0,4.091055000000001,0.0,True,0,False,,0.39717569993808866,9.87582850002218,
small,0,0.00_1.00,MILP,2950.00671299994,1.0383659098017368,1.9364764407410457,0.14742082636867784,1.0383659098017368,0.14742082636867784,0.14742082636867784,1523.3888989999998,7.043549648846332,300.0,2467.0499999999993,182.95671299994112,1.0383659098017368,0.0,0.0,0.0,True,0,False,,180.03995600005146,,solver_status_1
large,0,1.00_0.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,30353.908341999995,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,9.299954399466515e-06,,
large,0,1.00_0.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,31357.173342,1.033052251087278,1.033052251087278,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,27.976320100016892,,
large,0,1.00_0.00,PPO,21309.934342,1188.139902906197,0.7020491101804489,0.671176791458497,21309.934342,0.7020491101804489,0.7020491101804489,30353.908341999995,1770.233890722467,300.0,19226.433,1783.501342,732.8606839683023,220.8679799378948,234.411239,0.0,True,0,False,,3.037484599975869,46.185901499935426,
large,0,0.75_0.25,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,23207.989729180612,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,1.1200085282325745e-05,,
large,0,0.75_0.25,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,23909.043189841308,0.9957561381582646,0.9957561381582646,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,27.863536300021224,,
large,0,0.75_0.25,PPO,22384.357342,1095.9077179845767,0.7374456392828757,0.6190750972106377,17062.244935996143,0.7078530037648162,0.7078530037648162,30353.908341999995,1770.233890722467,300.0,20300.856,1783.501342,679.7841996086557,181.7122793759209,234.411239,0.0,True,0,False,,2.9247237000381574,46.185901499935426,
large,0,0.50_0.50,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,16062.07111636123,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,1.070008147507906e-05,,
large,0,0.50_0.50,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,16460.913037682614,0.958460025229251,0.958460025229251,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,28.606173499953,,
large,0,0.50_0.50,PPO,23475.205342,1056.8084536370698,0.7733832848641078,0.5969880359740292,12266.006897818535,0.6851856604190685,0.6851856604190685,30353.908341999995,1770.233890722467,300.0,21391.704,1783.501342,647.2819769629338,175.11523767413604,234.411239,0.0,True,0,False,,2.2360666000749916,46.185901499935426,
large,0,0.25_0.75,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,8916.152503541849,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,1.2399978004395962e-05,,
large,0,0.25_0.75,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,9012.78288552392,0.9211639123002375,0.9211639123002375,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.866275399923325,,
large,0,0.25_0.75,PPO,27377.750341999992,994.5206587942155,0.9019514071641983,0.561801840991945,7590.32807959566,0.6468392325350083,0.6468392325350083,30353.908341999995,1770.233890722467,400.0,25194.248999999993,1783.501342,615.1855699398868,144.9238498543286,234.411239,0.0,True,0,False,,2.2147958000423387,46.185901499935426,
large,0,0.00_1.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,1770.233890722467,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.1999079510569572e-06,,
large,0,0.00_1.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,1564.652733365227,0.8838677993712242,0.8838677993712242,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,23.017647100030445,,
large,0,0.00_1.00,PPO,27843.500342,931.3290166244403,0.917295394987854,0.5261050652715425,931.3290166244403,0.5261050652715425,0.5261050652715425,30353.908341999995,1770.233890722467,400.0,25659.999,1783.501342,554.6102188921922,142.3075587322481,234.411239,0.0,True,0,False,,2.194630799931474,46.185901499935426,
